,qname,seqLength,sampleQnamesChr,subTeloAlignLength,teloBPLengths
2021,09d9c56f-3470-4b7d-83ec-4a6cf5debf7d,47209,chr20:p-arm,36104,7414
2022,1b759fa4-fd89-438f-87b0-e0cc480eb81e,1031,chr1:q-arm,206,113
2023,e54b4fcf-66de-4811-9820-6e6f97e413e1,4565,chr8:q-arm,2437,2224
2024,a1a70c48-c11c-4a20-b465-8e4a71f76622,26400,chrX:p-arm,13518,5990
2025,44fdb76b-8e07-428f-af74-6aa41c19a82e,18267,chrX:p-arm,48,168
2026,41d39452-2d86-4dab-a319-a98bd5efe3f6,19596,chr15:p-arm,13331,3886
2027,7994d1ad-0f0e-4fde-a57e-421393ec110f,7972,chrX:q-arm,1644,6276
2028,946e1528-126b-48cd-9450-507ede4c2020,46241,chr7:p-arm,31296,6252
2029,b9b122be-8b8b-4ea8-963f-b3adb4612e09,6294,chr19:p-arm,1554,4198
2030,9f2f9538-9fa8-497c-be34-0661dcd187d0,17903,chr18:p-arm,8177,8623
2031,20105ae7-53cd-456d-af97-16b2d2869a9e,14419,chr5:q-arm,848,117
2034,b33f517b-a6b9-43ba-b413-3b0a2bd588d9,13951,chr19:q-arm,7693,3394
2035,62f41f7a-3e2d-49ee-80bc-67d0601c0cc4,18766,chr9:p-arm,11818,3337
2036,a54b18d8-6bd9-4e91-905c-a84546e256b9,6759,chr19:p-arm,968,5398
2037,88044f95-67af-419a-90bb-8c7fd82ae0b7,30179,chr2:p-arm,12168,8212
2038,fe52fcb1-a2c7-4ce0-a9cc-4599adb83785,18373,chr3:p-arm,49,216
2039,9c431b90-f92d-4324-bc27-c597edc8f23a,8617,chr19:q-arm,933,7806
2040,8c81bd29-0447-4ca0-be27-a304929e7e80,6938,chr7:q-arm,1153,120
2041,709febd9-acd4-4c2d-9815-c9238ba4fff9,20941,chr18:p-arm,11613,8398
2043,bdf35830-13a2-4b19-a1ae-effd3b0ab273,34003,chr17:p-arm,21065,4228
2044,8b4d8ebe-a0b4-4c5d-9347-1b00f96052e0,33785,chr21:q-arm,24331,4306
2045,0337e874-8190-40c7-896f-df1a3150aab1,9511,chr1:q-arm,982,7681
2046,5d079658-1bfe-4694-b4ff-225e6ba2a09a,9449,chr6:p-arm,5165,1554
2047,a4830689-c161-4a9e-a37c-3f576759f27e,8550,chr15:q-arm,231,766
2048,5d74bc49-ac26-4e75-9168-bb68d780056b,5375,chr9:p-arm,975,4030
2050,8d4bdab4-ce2d-4313-bdc4-f971b27af857,26782,chrX:p-arm,14905,5301
2052,f3c11acd-77cb-4509-81e3-ee491c16ada8,15626,chr3:p-arm,8464,4493
2053,97c9ee34-ddc9-4aec-9d18-32b72fe66222,39252,chr6:q-arm,20274,13180
2054,48e7007d-1556-454f-a771-27619b3284c4,12141,chr10:q-arm,2002,9826
2055,982e4ae5-98e7-4a6d-b09c-831f19a30fdd,8286,chrX:q-arm,1472,6439
2056,2e29872d-a150-4f77-8df3-bd0061fd547d,3139,chr11:q-arm,86,2967
2057,0e194746-d1e3-4b93-b717-ded6f19a0226,22288,chr5:p-arm,9547,9353
2058,16990276-8013-4478-ab54-046451605230,1183,chrX:p-arm,77,930
2059,6c0c9014-de85-4247-9f6a-50586c0ac292,4011,chr12:q-arm,112,3626
2060,4ed21192-e685-4b12-a4e5-983a09bc0210,4349,chr20:q-arm,1787,2435
2061,0dd4be13-35a3-4700-82ad-8f23e3d9efb2,22276,chr10:p-arm,11191,9235
2062,b07d8d90-60de-4dd6-84e7-b2e26afb24b0,16684,chr10:p-arm,8851,3873
2063,bf82033d-2a51-41a3-9887-58df9ca89e23,9977,chr21:p-arm,6901,528
2064,8e2c5f4e-ac8b-4456-880b-e49489f1ccc6,10625,chr14:p-arm,5245,4028
2065,635b1173-c8d9-4cf2-984f-e99f7b7cf861,11234,chr13:q-arm,2683,7768
2067,23d2c3ba-aa1d-4ba7-a869-b1ec58d7d7ec,54227,chr13:q-arm,16624,8152
2068,068d68b9-e6ff-4527-aa6a-cc4a2c6d0c81,64423,chr1:q-arm,25534,7601
2069,907daab0-343b-4194-a595-f373ae83a6b4,2955,chr4:p-arm,49,323
2070,bac2fa50-7fd1-418c-bbc1-870b3b40ce84,1152,chr19:q-arm,57,353
2071,9ed7586d-293a-4049-a265-7f8809ca4bc2,11249,chr11:q-arm,5200,5362
2072,75e61d29-a29d-41b8-a867-9bdd3b2e3cd4,2299,chr19:q-arm,82,1101
2073,79f0ea9b-14e2-41ac-9f0c-0468425a52dd,7433,chr18:q-arm,3705,2911
2074,ff28a90b-e6a3-4949-986a-9916b9c892a0,14505,chr8:q-arm,7871,4628
2075,743877ec-5d7a-44cf-b3a9-5bc00f02ebbf,3218,chr12:q-arm,61,3057
2076,e6547170-bf33-4423-bdbf-786d7d6e5ac3,1470,chr12:q-arm,97,1308
2078,29671183-8a86-4d4d-8bc6-df6123e98bf7,9903,chr11:p-arm,1136,8422
2079,cfbb6b92-a2d8-45ce-b2ee-63f554fd57bf,15844,chrX:p-arm,7475,4278
2080,098efc52-0439-4c93-805e-0e2df325e591,26026,chr8:q-arm,18755,4498
2081,a46a2996-81d7-4623-9b0d-3e769c738975,4343,chr13:p-arm,3382,114
2082,5653b9a1-24f3-464a-a797-b9ca6d35d801,31219,chr21:q-arm,22419,2141
2083,29e97f4c-b9ac-4373-aaa9-f351837c50a8,24728,chr11:p-arm,10947,9540
2084,de94cb56-352d-4b55-a07d-c2949e64c5c1,5629,chr19:q-arm,82,4514
2085,83dab08b-f490-4851-8e15-25e63b9d827f,41492,chr18:q-arm,33294,3352
2086,a901a006-19e3-470a-9ad2-731fb6d629fd,8074,chr18:p-arm,3546,4012
2087,127d786a-e5a8-46c2-af7a-d9f9911bbb3b,4396,chr14:q-arm,1415,2690
2088,d59d9a62-0d8a-437d-bc54-2b4f7edd2290,19842,chr21:p-arm,10315,6531
2089,77669512-7b58-40c1-90a9-75ac211ecd1c,25990,chr8:p-arm,17879,4861
2090,ed1b95b5-5376-4cd6-978e-f1aa4addb192,26391,chr20:p-arm,134,136
2091,fc23436b-4de5-4293-964d-56d3f3950b9d,10697,chr7:p-arm,52,90
2092,b7ea410b-9b98-4f6e-85b1-2f34aad4b1ee,10478,chr17:q-arm,3014,6480
2093,6966a06f-a19f-436d-b4ee-386f66d46be9,6005,chr12:p-arm,1389,4037
2094,89ddaffb-3543-4be9-8e7e-0d4df50e7349,12807,chr22:q-arm,8331,3568
2095,ed81cb68-0db1-4d1e-a7af-553ef6959b8f,31550,chr21:p-arm,20270,3851
2096,5e0fbde2-45fd-4a12-943e-16cd77146c8f,3410,chr19:q-arm,103,2074
2097,fe5bdf92-1b16-41d4-8fea-7898ce5821fe,6581,chr11:q-arm,49,168
2098,78b397de-ac88-40eb-9869-78b32d043447,7190,chr11:q-arm,2247,4390
2099,4c4da4af-a911-499e-ade1-fbed5889cf1b,5254,chrX:p-arm,63,5089
2100,04dd03b5-eb38-4809-afaa-0689d175dee7,2879,chr22:q-arm,1901,12
2101,a44a358d-ff78-48e3-b2da-bff86d6e704a,15096,chr21:q-arm,8507,2837
2102,2fa73d51-d866-46e2-af1b-4f7f74814ace,7012,chrX:q-arm,1470,5155
2103,e933124b-afc1-491f-962d-8dcbdc9a264c,21059,chr10:p-arm,10932,8362
2105,09394249-e4c0-49e3-a060-cc53d3a81ba1,28386,chr1:q-arm,15238,6515
2107,2ba99533-3d7f-40a8-a492-73ebdb608a17,17789,chr7:q-arm,4890,11660
2108,79607ec7-4833-4022-a5a4-600039998a0d,11972,chr9:p-arm,1315,9999
2109,dfaa22ec-c088-459c-a6a1-1bead9170fb4,5084,chr9:p-arm,888,3526
2110,2fcf9ae4-b1e3-4107-8753-3699ed58b4b6,6859,chr11:p-arm,679,6052
2111,3e9e3d90-3693-40ca-bab2-967dba549ad7,9589,chr17:q-arm,59,216
2112,a9e8044f-b021-4c6c-8fe6-da31f0afbba5,7135,chr4:q-arm,151,144
2113,5894dc09-82ba-43df-82e4-63bf850932ea,2188,chrX:p-arm,48,1936
2114,615d1b3a-f7c3-475d-8ec7-ef005d5ec307,15521,chr10:p-arm,11069,2509
2116,358caa33-3337-47fe-8947-ee9e37699366,2251,chr19:q-arm,90,1100
2117,45dafba1-519c-491b-a29a-96fa3659bda4,24289,chr21:p-arm,15439,2734
2118,27e819f9-5bd4-428d-8194-c55805bb46c7,23311,chr10:q-arm,16470,1850
2119,da74d038-6e34-411d-9578-39ed4af93248,23845,chr16:q-arm,11516,9508
2120,324763ac-43e1-48de-a3c9-b93df490c348,24030,chr3:p-arm,10108,12802
2121,6bb1772c-2cb8-4ae8-a8d4-4ffe43c1b8ef,37869,chr16:q-arm,28762,5054
2122,48861f30-a20f-4e47-8aa4-9320e2fec03f,1654,chr5:q-arm,429,168
2124,5b85d76b-3ecc-41d1-87b9-4e65aeae100a,6206,chr20:p-arm,56,234
2125,76fb0612-6ad6-43dc-87cf-27f3c4469813,2010,chr19:q-arm,43,812
2126,4a2669bc-0862-4a0a-82ea-7704770bf362,6746,chr19:q-arm,99,5756
2127,57bc1789-5908-4988-b691-c53157b70c6f,19847,chr6:q-arm,11302,6049
2130,f55c9ed2-66a7-4232-a379-7e0aecf34f0f,2759,chr15:q-arm,915,1318
2131,07cbacaa-5638-4cbc-a89c-8bdb7e2c9e68,56376,chr22:p-arm,45457,3796
2132,a979cc9d-344d-416d-a673-b894db4d29f8,4456,chr19:q-arm,66,3124
2134,45ec574f-d0d5-4797-9ae1-04c4aa8c2c3e,7301,chr12:q-arm,42,84
2135,561f9f75-1199-4b02-9283-9f005a73e89a,12004,chr6:q-arm,8236,2101
2136,bb8bf278-9fa4-4857-adb5-7096e2837db9,5051,chr11:p-arm,2429,2326
2138,90cbffa5-9cdb-49bc-93de-e9678c034176,21059,chr1:q-arm,12341,5680
2139,1f52e365-fce5-46de-83ef-91296929b0da,12325,chr21:p-arm,2797,8985
2140,79af79f8-d125-4ffa-be33-d96dbec476e3,21757,chr14:q-arm,14439,3938
2141,783015c0-980f-4e19-adfe-baab5d577a56,6449,chr7:p-arm,1783,3901
2142,5ab54e2d-60be-45dc-a682-0a258143aa70,9062,chr7:p-arm,2184,6102
2143,8ed338b1-61d1-4fe1-88a1-cbc134658b23,4316,chr6:p-arm,68,189
2144,5fdff093-f290-479a-b43f-76f19c8f0dc3,13143,chr20:p-arm,84,132
2145,995a56f4-5e52-45ac-aa74-06c27d069d8d,4471,chr16:p-arm,948,3232
2146,cc8155fa-1190-4fbd-aaf0-7e720d3172f6,16144,chr16:q-arm,9316,760
2148,f7ce2e30-12c5-4b77-9ab5-e8cb7dcc5218,9728,chrX:p-arm,1042,8042
2149,4d40b4d1-558c-49b3-ae13-3011859cae0d,21601,chr14:q-arm,15832,3742
2150,e7ffe3fc-06ae-426a-a4ce-a6aaa53b09ee,22104,chr1:q-arm,12279,5695
2151,6d3c024e-471a-43a1-a557-4be6384fb9ab,14680,chr20:p-arm,1570,11833
2152,59fdadae-44fa-4f1e-9c41-c4d1b34490aa,1839,chr9:p-arm,1111,192
2153,65e3963d-eb0a-4544-a845-d9163e00ee03,1365,chr19:q-arm,54,152
2155,ce750e46-758f-495c-ae29-9c25a8251f0d,7276,chr3:q-arm,1095,5842
2156,2b1b612a-ee47-44a3-ae6c-acd96f4fbe1d,2799,chr19:q-arm,96,1492
2157,6fe45240-8667-436b-9238-e38febf61c66,12907,chr20:p-arm,80,96
2158,7cd5bbc6-d587-40c9-9882-23e782e77226,2878,chrX:p-arm,64,2589
2159,505e888a-41c8-4f7e-9fa7-251c49b99f0b,21675,chr21:q-arm,13077,6298
2160,5741699d-de65-441e-a8b8-be758461c571,21773,chr4:q-arm,12366,6317
2161,41f8d0d7-363f-43ac-b068-587d49019c40,21020,chrX:q-arm,3357,54
2162,823015c6-6b34-494c-91e5-f938006570aa,2234,chr4:p-arm,101,2070
2163,af6480d9-4eb5-4fb2-a06f-301a5e0b6e48,8203,chr6:p-arm,1026,6734
2164,606870f0-4c1c-4b36-b767-b21e92644860,11619,chr19:q-arm,4702,6502
2165,48d9e9d3-9077-4191-a9af-a31e484a616e,10520,chr3:p-arm,41,78
2167,fcbbb952-9ea8-4378-aa9e-25936f1adbf5,2197,chr20:q-arm,1270,550
2168,85dbbd43-1486-466f-8338-b55ccd6f3bb8,4017,chr6:p-arm,1030,2680
2169,f104f9d3-b436-49ae-af35-1e676c89c324,15426,chr9:p-arm,85,222
2170,5197b1a5-62a3-49ed-84cf-b26249f2a114,7622,chrX:q-arm,1309,5805
2171,2a2b60da-ee56-4478-b67e-2112b12efb84,15319,chr18:p-arm,2435,11215
2172,fc181490-bfa2-42df-acac-58ee4b16ab54,4096,chr7:p-arm,156,3556
2173,f67c0ed4-1e9c-4838-aea4-25ad65da1106,10900,chr11:q-arm,4776,4474
2174,833cd1e6-77e9-491f-bde2-db6041e8b42c,29903,chr10:q-arm,19639,5494
2175,68a76676-3cc9-4609-b33c-5d254617520a,6026,chr6:p-arm,40,192
2176,6e64c42e-001c-4799-9307-1aec3119b9cc,6985,chr9:p-arm,1141,96
2178,30edcdc9-ccb5-46bc-9240-0ee33b2d3a09,16712,chr10:q-arm,991,54
2179,2cf34c69-d5f7-4077-b2c8-986ca62c4d14,38591,chr22:q-arm,26526,7516
2180,51ea0077-f90e-43c6-9f8b-737e363b52dc,6832,chr16:p-arm,1056,5356
2181,28ff3316-fd33-4b17-9b32-d0f348e4a380,8655,chr20:p-arm,65,276
2182,b29a4a27-3204-4547-90c3-18f5813859c1,7321,chr3:q-arm,1069,5896
2183,4e17ca07-04f0-4865-a955-38c79728deb6,5388,chr9:p-arm,1179,3373
2184,019c0f2f-56d6-45a3-a3e4-ffc7fee396ec,2127,chrX:q-arm,497,1578
2185,19375154-31cc-4f9f-a96e-9c1cff6749d8,13759,chr6:q-arm,6343,4952
2186,c4ff1260-b689-4f46-8125-840a8b520e62,7918,chr17:q-arm,411,30
2187,9c5f1a8e-030f-482d-9d9b-697829695460,10427,chr9:q-arm,3578,5783
2188,a6ff7287-3f21-48e5-a727-a480dbd7b207,9863,chr14:q-arm,5427,3590
2190,95e1c057-df51-4efc-b951-7b1e9f2ea28b,3371,chr8:q-arm,119,3133
2191,cc3d1029-69f1-4558-9a88-300c0a350e0b,10366,chr17:p-arm,5584,2038
2193,f0f1e485-94ee-46c8-9f39-686073cfbcda,37033,chr22:q-arm,25323,6545
2194,633a38bd-b5ca-4792-ba26-e90a922b04e5,11086,chr17:q-arm,1566,8885
2195,0821e686-3073-4343-b70e-d3db53fa24bf,32001,chr19:q-arm,21022,3610
2196,888b8363-53a4-49c2-a312-43ef18d7677f,2598,chr8:p-arm,51,2440
2197,d483b944-2bfd-4a33-b55e-8db37c42adfd,49902,chr1:p-arm,40049,4600
2198,3f197c48-50ba-4251-8fe1-905a9d01be7f,33611,chr12:q-arm,22203,7446
2199,d6eb96fd-dc7b-41f7-9a26-f6475f8c2a69,8614,chr11:p-arm,873,7006
2200,708e6520-7941-4df4-83f7-2f95e334fba3,23231,chr22:q-arm,10068,10823
2201,114a9839-0164-4782-be9f-18c88584ec66,24474,chr18:p-arm,7648,8586
2203,690f4783-86db-4326-9c2b-3f13880f2169,7481,chr15:p-arm,290,312
2204,a65d7f6a-1d28-4c7f-8d21-fa47e30ec0d7,6843,chr5:q-arm,5418,174
2205,f8cf9ae1-5505-414f-8de1-c566ca0ef749,2062,chr18:p-arm,124,1594
2206,fc8c9a53-7f15-438e-989c-7d6e96733622,23916,chr22:q-arm,18233,2590
2207,b435b010-241d-46f6-9ac8-7eb4567182d1,7462,chr11:q-arm,5674,958
2208,33861367-8855-4a9a-b75f-bdb44c1a894d,8345,chr1:q-arm,2904,4077
2209,2892c927-0272-45f3-9b75-a63cbd0aaa0f,13064,chr8:p-arm,5387,6572
2210,065b24ff-7cfb-4faf-853d-7f523522edef,22508,chr14:q-arm,15347,4792
2211,da6d5e8d-a9db-454d-93b7-d60b1ee182d1,10484,chr19:q-arm,100,9464
2212,341a5171-5f35-469f-9aa1-7d8fd47730ca,2212,chr19:q-arm,53,1082
2213,e83f3c33-6d99-4af0-aa4d-28d8cf1409c3,15080,chr16:q-arm,7720,6188
2214,afc1ffb2-b9c4-4462-a046-68259868c22e,10229,chr10:p-arm,65,144
2215,d986743e-41e2-4703-99fd-0bcbaa1486a8,8411,chr9:p-arm,1035,6814
2216,87be9c21-26fd-4115-ab29-155539dfeb55,8299,chr6:q-arm,1115,6480
2217,0c0b3c76-999b-496f-83c8-db11121c9c97,8604,chr14:p-arm,4572,2392
2218,cb4168a7-c43e-4fd9-b77a-8fbc7ea6df45,2543,chr7:p-arm,1144,981
2219,fc7d576b-cbd0-4118-b85c-778812d2a715,11931,chr10:p-arm,7617,1660
2220,b7cbb65a-b803-4fe1-aac9-202b9d6fc51b,5348,chr22:q-arm,91,5188
2222,8014116b-d6b7-428f-b501-84667c05b7ff,30524,chrX:q-arm,20778,6651
2223,a1852368-3540-4939-b8dc-81a43b1d32f5,10139,chrX:q-arm,1273,8335
2226,b9f84634-72be-44aa-ae7f-11ea849fca12,1360,chr21:q-arm,72,1193
2227,086031fb-ea22-4b92-a7fb-e3cf60bdf2fd,7568,chr19:p-arm,1561,5724
2228,e0af4e10-8404-4022-b448-83b75950652e,1571,chr11:q-arm,70,1414
2230,4308a744-98c9-4aae-9f3a-b52b1d37a4a6,5594,chr19:p-arm,693,4276
2231,5a8e382b-213c-4a01-a9ad-25a21cea00fa,5238,chr19:q-arm,71,4124
2232,a6739281-d818-4f01-8ef8-9192e1b04bda,15232,chr10:p-arm,11031,1761
2233,3cfd82ef-e282-4ef4-9b3f-793a95510af2,23855,chr22:p-arm,15098,7790
2235,35f4a904-9cb0-4a9c-940c-2c8423ae3151,44953,chr18:q-arm,33018,6304
2236,5b09f250-f484-4c52-8cf7-a17b696a6297,4838,chr19:q-arm,107,3576
2239,268fa103-2e49-4908-bdf8-d082f0641db0,25024,chr2:p-arm,17688,3388
2240,f0cf1a4f-bcd7-4d46-9f46-bffe8e3642a2,15369,chr19:p-arm,237,216
2241,faa3d26f-5327-45f6-8197-2f416bf3b79d,5709,chr9:p-arm,1140,4174
2243,53dbfe54-071c-46e2-b63d-a06d5085a5c3,20801,chr7:p-arm,12426,4316
2244,81bf411e-e806-43db-a9c9-ba5493ad214e,3874,chr19:q-arm,81,2825
2245,5c283182-312e-4ac6-a84c-0a28732046f4,8585,chrX:q-arm,1255,6704
2246,3b31dcc8-765f-4f02-80f2-ddf2a3fcb12d,10390,chr3:q-arm,3316,6214
2247,3fe6d8e2-d46d-487f-82c3-a004bc701a35,6273,chr20:q-arm,5035,827
2248,150997f4-ca83-458a-b784-9b42edd58b1c,14196,chr15:p-arm,1221,13276
2249,170c9de7-af5c-4450-8f44-3971a93bffd5,6142,chr10:p-arm,4366,556
2250,b909bc96-ba04-4a42-8c7d-2f5038189ff6,46040,chr6:p-arm,35218,2724
2251,e3163759-fd03-4963-96d3-887a766c79f5,40274,chr17:q-arm,24091,9890
2252,e1e434c3-7197-4d8f-827a-35b66f774769,5268,chrX:p-arm,74,4561
2253,585fb86f-59a7-4069-9f3f-21802059465e,3694,chr2:p-arm,47,3532
2254,d34a2ce2-1268-438d-bf48-eb2233256896,14936,chr7:q-arm,8548,5010
2255,a54e9429-7a0c-4295-9753-0c8ba01882fd,4837,chr19:q-arm,47,180
2256,43ae91de-a0ab-4d7f-84be-130eb1a4452e,9119,chr18:q-arm,2242,6166
2257,cb0b647a-b60b-4aad-ab99-43bc980c8e17,8442,chrX:q-arm,1075,6621
2258,9cdfaedc-1fb0-4d4a-a393-55683ad08257,6255,chr16:p-arm,1274,4818
2259,b9faeb59-b78b-4a96-a7f9-649dc8a22755,4530,chrX:p-arm,61,4369
2260,3a2f096a-281d-499d-b248-10d7eb7ec106,10404,chr17:q-arm,3881,4956
2261,f1fcd225-60c9-4bdd-baf2-11fe4465c871,22880,chrX:p-arm,9738,8661
2262,d95f7362-aaf0-4fb5-8fd0-ce7c76aae01a,3744,chr13:q-arm,662,2758
2263,4c028b18-e496-4500-9d4a-634c5c9f1397,18293,chr10:p-arm,7206,10006
2264,bff00d22-18fa-402c-9595-722e16585146,22275,chr21:q-arm,11746,7672
2265,d98a6cfe-8151-4679-b758-894746746f24,3013,chrX:p-arm,49,2843
2266,c75e6ba0-60ce-4ccf-9dcd-ab63c8f854b2,5964,chr16:p-arm,1295,4462
2267,70805053-7d06-483f-850e-e4e7e88ecf1c,13914,chr15:q-arm,3866,9280
2268,b0d68da4-44fb-4bbb-a0db-802897203d38,9267,chr15:p-arm,293,252
2269,df073f12-7e28-4880-be5e-602c3bcc29ba,21711,chr3:p-arm,10037,10372
2270,9350bf9b-a541-450f-9d36-1484472ac6a6,2318,chr9:p-arm,385,2084
2271,1920c2e4-2682-4f39-adf0-951ec4ebed40,34673,chr21:q-arm,23106,5238
2272,e1d0ae73-3f24-4c94-8d2c-ea7a3bd71f85,11465,chr20:p-arm,2765,12
2273,45596bec-dbc5-496f-8273-f36798f2d8f0,32010,chr19:q-arm,22204,6346
2274,e4cad39f-0ab7-4deb-a160-ddd68c236728,5051,chr12:p-arm,376,90
2275,5423e0cf-c6ef-4292-b463-e859a614e8b5,2793,chr16:p-arm,1408,632
2276,f09de33b-5fa1-48a2-a538-52a4f59a974b,3003,chr20:q-arm,2515,216
2277,977fedbe-e191-499f-b343-684241ed0f92,5553,chrX:p-arm,57,5377
2279,016fe641-f473-41cf-b7c9-46c6fd4203e3,7745,chr11:p-arm,1241,6058
2281,5c8cdd67-5875-4d12-8e2c-b448c935cd46,2689,chr19:q-arm,94,1392
2282,ab8aa995-e0de-4c99-8b45-8856fd42ac4f,2121,chr20:q-arm,77,1061
2283,94dfbfff-2984-4eb7-a147-369c908a80c6,4616,chr9:p-arm,371,4138
2285,47e4db85-2081-4ee3-a9fe-7a1b6dbebe72,25008,chr21:q-arm,17158,5908
2286,0c75b9ae-e2a7-4fd5-b693-0c42b949a499,45383,chr18:q-arm,32691,6739
2287,ef9c657f-fb78-4f94-ae25-6c4e1f698f22,24216,chr20:p-arm,52,126
2288,4caee07c-31b2-4d1b-b34f-9c1ee7956022,6292,chr6:p-arm,1181,4822
2289,ae9c218e-3e0d-482a-be99-4da5204a56c1,2760,chr19:q-arm,67,1591
2290,38863be9-f134-48db-a6d1-60bfecae517c,31402,chr6:q-arm,20797,6432
2291,77a55e31-5d39-48ca-8a36-0ff6dfd9199f,4489,chr19:q-arm,97,3217
2292,c82b3055-6f59-4289-9ee0-ae6290d264d8,5503,chr9:q-arm,57,74
2293,b066812b-7b92-40b1-8950-1f30836c26b5,8592,chr14:q-arm,4598,2283
2294,641ba56f-15c1-4a1d-ada7-556a7ba5ce12,6204,chr11:p-arm,1287,4714
2295,3e65d54e-58fa-4e75-b60a-6f44349b0b22,2148,chr10:q-arm,1001,923
2296,4cd4a105-fe1a-4907-bd61-4a1ed789b2d3,13330,chr13:p-arm,3403,5482
2297,0df7fde4-3d2b-4c57-9ccc-d775039c5555,10980,chr9:p-arm,1492,8869
2298,e5df4b96-ddc2-4f46-a7f0-ea394565a826,5323,chr12:p-arm,1725,3231
2299,aa6c1723-6747-4ad4-b0fb-a7b786da6b0e,4263,chr11:p-arm,996,3028
2300,42e36c51-d70a-486d-a2f0-ffe26bdb82bb,6792,chr16:p-arm,1806,4339
2301,72d1162a-2c68-4c8b-94d8-bbc1f490c0ae,1265,chr13:q-arm,725,273
2302,0e0a01d8-a0cd-4d52-a984-876d2f6eb606,15664,chr8:p-arm,74,114
2303,363175cc-f976-4a91-8b4b-d76479c74ba7,4634,chr12:p-arm,1149,2203
2304,e64bdf9a-6d2a-443c-a2c1-f2195d239f10,25149,chr4:p-arm,15974,6008
2306,793d076e-3b76-4b9c-9f49-34ac6d9043ac,24584,chr14:q-arm,14960,6478
2307,7efa9a89-1a6d-497d-8126-f9f2c18adef8,15214,chr18:p-arm,10465,2674
2308,41451225-9e74-4321-9d7f-0ba592b23c20,6956,chr3:q-arm,1038,5494
2309,74aa88a3-1341-4430-a90b-43049c264cf4,13242,chr11:q-arm,3985,6461
2310,78e9d55f-a78c-4cce-af1d-275844455f7f,22615,chr21:q-arm,14916,4397
2312,83bf71eb-25e3-40fc-938f-2a5d6d83f18a,28271,chr2:p-arm,18757,5859
2313,6283bf5e-822d-43e4-841f-2eefc5a29986,14048,chr8:q-arm,8121,4733
2314,05ae6827-9b02-4cf2-b9b7-21d33eab48c0,19920,chr5:p-arm,6510,12197
2315,c5093476-05c3-4e42-bd60-377108065405,4159,chr13:q-arm,1513,2076
2316,f7185a1a-00f6-4bc6-97d3-7c896037463f,34410,chr1:q-arm,23491,7860
2317,f11bf0e0-6cf9-47a7-922f-ff08dc1c65ff,1305,chr19:q-arm,79,211
2318,cf204f23-8747-4a8b-8fe2-f2e5e95f03c0,18589,chr18:p-arm,10381,5992
2319,4c4b552f-80af-4f3b-80d4-08fa95bfd24b,6202,chr3:q-arm,1148,4762
2320,0a61f472-8833-4988-b300-9a8a55bb00c2,1830,chr16:p-arm,56,1668
2321,39dfd258-5390-4a36-832a-985ebe85543a,14255,chr4:p-arm,9556,964
2322,2bb8cbdc-6a9f-4016-b5cc-6ed33d7850d4,11244,chr14:q-arm,3681,6988
2323,1b66dc85-cf95-42c3-a80c-a0cfa78a0c2b,6796,chr6:p-arm,934,5341
2325,2b931b2a-7ca5-464d-b34f-d59cc566a400,44923,chr18:q-arm,30636,6405
2326,08398e9d-9764-416a-90b0-2afc02ead896,34380,chr20:q-arm,24605,7108
2329,5111356e-94d8-45b9-9a2e-ac02b0ba74dc,5250,chr8:q-arm,78,5088
2330,c93d3aca-7a2c-40f4-b62d-8074d7b64ec1,13442,chr1:p-arm,4913,7325
2331,8daeb3c3-e7b4-47d8-b5c8-5b2b8b2bcee4,2157,chr16:p-arm,199,1991
2332,2a47d853-4d7e-4ff6-88ef-643e73e9c335,35316,chr20:p-arm,246,84
2333,bbc22893-b0c4-47bc-bd8a-01fae2990295,9358,chr9:p-arm,1273,7265
2334,17fb2715-4d0c-4e8b-ba90-1decb0ef9d80,3935,chrX:q-arm,62,2714
2335,1d6562c4-e427-4ff8-9d47-91235e693257,7762,chrX:p-arm,3274,3301
2336,505f14b5-a4cb-44d7-8b0a-899900b766b7,20084,chr21:p-arm,9773,8230
2337,095c61f8-f315-46af-9f5c-d8b1ab7a85ee,14361,chr11:p-arm,9904,3256
2338,cd1c7d95-50b1-4734-8f2e-2af113850f95,23364,chr13:q-arm,56,124
2339,26bd9105-fe34-442b-a01a-ad4fab0aff9d,38934,chr21:q-arm,25849,9400
2340,8f7793aa-f0e6-4147-886e-61898c7177c6,1016,chr1:q-arm,568,426
2341,b9e64731-5840-4d7c-a06e-f658debf24c2,21444,chr10:p-arm,10566,8656
2342,ea422afa-c111-45f2-b936-98703e031cbd,7637,chr19:p-arm,1141,6150
2343,581afaba-dd2f-4208-ad57-d13d41dd3e96,4927,chr21:q-arm,1915,2345
2344,040d9dda-f054-4cf5-9140-06498f2c86d7,5911,chr14:q-arm,1220,3733
2345,02c3a209-0deb-48d2-99b9-429e69ab8029,5649,chr3:q-arm,1223,4162
2346,4f4974c6-9a06-46dc-a9b6-07e29bf39fd1,10038,chr16:p-arm,71,198
2347,0206a3a3-aaa1-498c-8e41-50551bd727ad,6882,chr22:p-arm,4485,1456
2348,dbf85285-10cc-4621-a9aa-8b36bcddb6bb,9686,chr11:p-arm,5445,2836
2349,a0748c15-2461-4603-b3c1-15565536365b,9954,chr14:q-arm,2847,6041
2351,1d648a0d-c9bd-4869-863d-19401234cdbf,20246,chr8:q-arm,664,282
2352,3c15d0ec-70b1-4cb3-bb96-ddd9208aa885,4053,chr22:p-arm,975,2890
